,Age,EstimatedSalary
179,0.30952380952380953,0.14074074074074075
180,0.19047619047619047,0.007407407407407408
181,0.30952380952380953,0.4148148148148148
182,,0.7555555555555555
183,0.35714285714285715,0.2074074074074074
184,0.35714285714285715,0.3333333333333333
185,0.30952380952380953,0.37777777777777777
186,0.047619047619047616,0.4962962962962963
187,0.35714285714285715,0.1925925925925926
188,0.40476190476190477,0.4222222222222222
189,0.23809523809523808,0.1259259259259259
190,0.14285714285714285,0.5111111111111111
191,0.023809523809523808,0.08148148148148149
192,0.2619047619047619,0.2074074074074074
193,0.023809523809523808,0.4074074074074074
194,0.23809523809523808,0.5481481481481482
195,0.38095238095238093,0.2074074074074074
196,0.2857142857142857,0.4740740740740741
197,0.047619047619047616,0.15555555555555556
198,0.19047619047619047,0.48148148148148145
199,0.40476190476190477,0.05185185185185185
200,0.40476190476190477,0.17777777777777778
201,0.7380952380952381,0.43703703703703706
202,,0.8814814814814815
203,0.5476190476190477,0.4148148148148148
204,0.9523809523809523,0.6370370370370371
205,0.6904761904761905,0.23703703703703705
206,0.8809523809523809,0.8518518518518519
207,0.8095238095238095,
208,0.5238095238095238,0.9407407407407408
209,0.6666666666666666,0.05185185185185185
210,0.7142857142857143,0.6
211,0.8095238095238095,1.0
212,0.9761904761904762,0.2
213,0.40476190476190477,0.31851851851851853
214,0.6904761904761905,0.2074074074074074
215,1.0,0.6888888888888889
216,0.7380952380952381,0.37037037037037035
217,0.5238095238095238,0.4666666666666667
218,0.6666666666666666,0.6
219,0.9761904761904762,0.9481481481481482
220,0.5476190476190477,0.48148148148148145
221,0.40476190476190477,0.562962962962963
222,,0.9555555555555556
223,1.0,0.6444444444444445
224,0.40476190476190477,0.3333333333333333
225,0.4523809523809524,0.2814814814814815
226,0.42857142857142855,0.8222222222222222
227,0.9047619047619048,0.8740740740740741
228,0.5238095238095238,0.4222222222222222
229,0.5714285714285714,0.48148148148148145
230,0.40476190476190477,0.9777777777777777
231,0.5,0.2
232,0.5238095238095238,0.6814814814814815
233,0.7380952380952381,0.5259259259259259
234,0.47619047619047616,0.7185185185185186
235,0.6666666666666666,0.4740740740740741
236,0.5238095238095238,0.3111111111111111
237,0.4523809523809524,0.48148148148148145
238,0.6666666666666666,0.4962962962962963
239,0.8333333333333334,0.9481481481481482
240,0.5714285714285714,0.9925925925925926
241,0.47619047619047616,0.32592592592592595
242,0.7619047619047619,0.5407407407407407
243,0.9047619047619048,0.6592592592592592
244,0.5476190476190477,0.4222222222222222
245,0.7857142857142857,0.9703703703703703
246,0.40476190476190477,0.25925925925925924
247,0.9285714285714286,0.7925925925925926
248,0.5476190476190477,0.2740740740740741
249,0.40476190476190477,0.6074074074074074
250,0.6190476190476191,0.17777777777777778
251,0.4523809523809524,0.2740740740740741
252,0.7142857142857143,0.8814814814814815
253,0.4523809523809524,0.9703703703703703
254,0.7619047619047619,0.21481481481481482
255,0.8095238095238095,0.5555555555555556
256,0.5476190476190477,0.4222222222222222
257,0.5238095238095238,0.3111111111111111
258,0.9523809523809523,0.5925925925925926
259,0.6428571428571429,0.8592592592592593
260,0.40476190476190477,0.45925925925925926
261,0.42857142857142855,0.9555555555555556
262,0.8809523809523809,0.8148148148148148
263,0.40476190476190477,0.4222222222222222
264,0.7142857142857143,0.5555555555555556
265,0.5714285714285714,0.6888888888888889
266,0.5238095238095238,0.4444444444444444
267,0.4523809523809524,0.43703703703703706
268,0.6904761904761905,0.9555555555555556
269,0.5238095238095238,0.34074074074074073
270,0.5952380952380952,0.8740740740740741
271,0.9761904761904762,0.45185185185185184
272,1.0,0.2
273,0.5,0.674074074074074
274,0.9285714285714286,0.08148148148148149
275,0.9285714285714286,0.43703703703703706
276,0.47619047619047616,0.4148148148148148
277,0.7380952380952381,0.5407407407407407
278,0.8095238095238095,0.17037037037037037
279,0.7619047619047619,0.15555555555555556
280,0.9761904761904762,0.5407407407407407
281,0.40476190476190477,0.34074074074074073
282,0.4523809523809524,0.4074074074074074
283,0.8095238095238095,0.044444444444444446
284,0.7142857142857143,0.9333333333333333
285,0.4523809523809524,0.5777777777777777
286,0.4523809523809524,0.34814814814814815
287,0.7142857142857143,0.9111111111111111
288,0.5476190476190477,0.4740740740740741
289,0.4523809523809524,0.4666666666666667
290,0.5,0.8814814814814815
291,0.7380952380952381,0.5481481481481482
292,0.8809523809523809,0.17777777777777778
293,0.4523809523809524,0.45925925925925926
294,0.40476190476190477,0.3111111111111111
295,0.42857142857142855,0.35555555555555557
296,0.5714285714285714,0.42962962962962964
297,0.5952380952380952,0.7185185185185186
298,0.6428571428571429,0.4740740740740741
299,0.6666666666666666,0.7555555555555555
300,0.9523809523809523,0.17037037037037037
301,0.7142857142857143,0.43703703703703706
302,0.4523809523809524,0.9037037037037037
303,0.4523809523809524,0.4740740740740741
304,0.5238095238095238,0.3333333333333333
305,0.5714285714285714,0.28888888888888886
306,0.7857142857142857,0.8814814814814815
307,0.6904761904761905,0.725925925925926
308,0.42857142857142855,0.8148148148148148
309,0.47619047619047616,0.25925925925925924
310,0.5714285714285714,0.4074074074074074
311,0.5,0.6
312,0.47619047619047616,0.25925925925925924
313,0.7380952380952381,0.9333333333333333
314,0.5,0.4740740740740741
315,0.5,0.4444444444444444
316,0.8571428571428571,0.6592592592592592
317,0.40476190476190477,0.2962962962962963
318,0.6428571428571429,0.1259259259259259
319,0.42857142857142855,0.3333333333333333
320,0.8095238095238095,0.9111111111111111
321,0.8333333333333334,0.4962962962962963
322,0.5476190476190477,0.2740740740740741
323,0.7142857142857143,0.1111111111111111
324,0.7142857142857143,0.8592592592592593
325,0.5476190476190477,0.3333333333333333
326,0.5476190476190477,0.4222222222222222
327,0.5714285714285714,0.4444444444444444
328,0.42857142857142855,0.762962962962963
329,0.6904761904761905,0.6814814814814815
330,0.47619047619047616,0.26666666666666666
331,0.7142857142857143,0.7703703703703704
332,0.5714285714285714,0.37037037037037035
333,0.5238095238095238,0.37037037037037035
334,0.9285714285714286,0.3333333333333333
335,0.42857142857142855,0.28888888888888886
336,0.9523809523809523,0.9555555555555556
337,0.40476190476190477,0.4740740740740741
338,0.47619047619047616,0.2962962962962963
339,0.5,0.7925925925925926
340,0.8333333333333334,0.6592592592592592
341,0.40476190476190477,0.4444444444444444
342,0.47619047619047616,0.37037037037037035
343,0.6904761904761905,0.26666666666666666
344,0.6904761904761905,0.6666666666666666
345,0.5476190476190477,0.35555555555555557
346,0.8333333333333334,0.4222222222222222
347,0.8571428571428571,0.6888888888888889
348,0.5,0.45925925925925926
349,0.47619047619047616,0.34074074074074073
350,0.47619047619047616,0.725925925925926
351,0.4523809523809524,0.4444444444444444
352,0.5714285714285714,0.5555555555555556
353,0.4523809523809524,0.3111111111111111
354,0.42857142857142855,0.6222222222222222
355,1.0,0.14074074074074075
356,0.8571428571428571,0.4074074074074074
357,0.5476190476190477,0.4222222222222222
358,0.5238095238095238,0.4148148148148148
359,0.5714285714285714,0.28888888888888886
360,0.5952380952380952,0.8444444444444444
361,0.8333333333333334,0.14074074074074075
362,0.6904761904761905,0.25925925925925924
363,0.5714285714285714,0.4740740740740741
364,0.5714285714285714,0.6592592592592592
365,0.9761904761904762,0.1037037037037037
366,0.9523809523809523,0.23703703703703705
367,0.6666666666666666,0.5407407407407407
368,0.47619047619047616,0.4148148148148148
369,0.8571428571428571,0.08148148148148149
370,1.0,0.22962962962962963
371,1.0,0.5037037037037037
372,0.5,0.42962962962962964
373,0.9761904761904762,0.8518518518518519
374,0.4523809523809524,0.48148148148148145
375,0.6666666666666666,0.1259259259259259
376,0.6666666666666666,0.43703703703703706
377,0.5714285714285714,0.2814814814814815
378,0.5476190476190477,0.5333333333333333
379,0.9523809523809523,0.05925925925925926
380,0.5714285714285714,0.362962962962963
381,0.7142857142857143,0.13333333333333333
382,0.6190476190476191,0.9185185185185185
383,0.7380952380952381,0.0962962962962963
384,0.9285714285714286,0.13333333333333333
385,0.9047619047619048,0.3333333333333333
386,0.7380952380952381,0.17777777777777778
387,0.5,0.4148148148148148
388,0.6904761904761905,0.14074074074074075
389,0.7142857142857143,0.14814814814814814
390,0.7142857142857143,0.13333333333333333
391,0.6904761904761905,0.05925925925925926
392,0.6428571428571429,0.2222222222222222
393,1.0,0.2
394,0.5,0.32592592592592595
395,0.6666666666666666,0.1925925925925926
396,0.7857142857142857,0.05925925925925926
397,0.7619047619047619,
398,0.42857142857142855,0.13333333333333333
399,0.7380952380952381,0.15555555555555556
